
#
# Start of IEEE IAB registry data
#
40D8550D7	Avant Technologies
74DDCB	China Leadshine Technology Co.,Ltd
104D15	Viaanix Inc
50A015	Shenzhen Yipingfang Network Technology Co., Ltd.
AC330B	Japan Computer Vision Corp.
3053C1	CRESYN
BC6193	Xiaomi Communications Co Ltd
3C5D29	Zhejiang Tmall Technology Co., Ltd.
68FCCA	Samsung Electronics Co.,Ltd
6CD719	Fiberhome Telecommunication Technologies Co.,LTD
80015C	Synaptics, Inc
F8E57E	Cisco Systems, Inc
3462B4	Renesas Electronics (Penang) Sdn. Bhd.
B0AFF7	Shenzhen Yipingfang Network Technology Co., Ltd.
CCEB18	OOO "TSS"
385B44	Silicon Laboratories
943469	Silicon Laboratories
C854A4	Infinix mobility limited
A0092E	zte corporation
7085C4	Ruijie Networks Co.,LTD
886F29	Pocketbook International SA
BC2247	New H3C Technologies Co., Ltd
7CDAC3	Sichuan Tianyi Comheart Telecom Co.,LTD
E0BB0C	Synertau LLC
0010E6	APPLIED INTELLIGENT SYSTEMS, INC.
000813	Diskbank, Inc.
AC77B9	Nanjing Yufei Intelligent Control Technology Co.,LTD
8C17B6	Huawei Device Co., Ltd.
B82B68	Huawei Device Co., Ltd.
2CF295	Huawei Device Co., Ltd.
70041D	Espressif Inc.
885046	LEAR
A85BB7	Apple, Inc.
74EF4B	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
448C00	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
18C293	Laird Connectivity
000AC2	Wuhan FiberHome Digital Technology Co.,Ltd.
704CB6	Shenzhen SuperElectron Technology Co.,Ltd.
549B49	NEC Platforms, Ltd.
882510	Aruba, a Hewlett Packard Enterprise Company
8C477F	NambooSolution
482E72	Cisco Systems, Inc
30CBC7	Cambium Networks Limited
244CAB	Espressif Inc.
78482C	START USA, INC.
7C45D0	Shenzhen Wewins Wireless Co., ltd
0826AE	IEEE Registration Authority
744687	Kingsignal Technology Co., Ltd.
D0E828	Radiant Industries Incorporated
107636	Earda Technologies co Ltd
E04102	zte corporation
D84008	HUAWEI TECHNOLOGIES CO.,LTD
6C047A	HUAWEI TECHNOLOGIES CO.,LTD
6C558D	HUAWEI TECHNOLOGIES CO.,LTD
E0FFF1	Texas Instruments
A42A95	D-Link International
50E7B7	vivo Mobile Communication Co., Ltd.
F4F70C	Avang - neterbit
F4442C	Shenzhen SuperElectron Technology Co.,Ltd.
7C7716	Zyxel Communications Corporation
943FBB	JSC RPC Istok named after Shokin
98B785	Shenzhen 10Gtek Transceivers Co., Limited
485AEA	Fiberhome Telecommunication Technologies Co.,LTD
848102	Fiberhome Telecommunication Technologies Co.,LTD
54E005	Fiberhome Telecommunication Technologies Co.,LTD
04FF08	Huawei Device Co., Ltd.
20AF1B	SteelSeries ApS
F0BE25	Dongguan Cannice Precision Manufacturing Co., Ltd.
149BD7	MULI MUWAI FURNITURE QIDONG CO., LTD
10B1DF	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
F4F647	zte corporation
E88175	zte corporation
9C0B05	eero inc.
40F6BC	Amazon Technologies Inc.
DC9758	Sichuan AI-Link Technology Co., Ltd.
000931	Future Internet, Inc.
ECDA59	New H3C Technologies Co., Ltd
78F238	Samsung Electronics Co.,Ltd
64D0D6	Samsung Electronics Co.,Ltd
EC656E	The Things Industries B.V.
5C49FA	Shenzhen Guowei Shidai Communication Equipement Co., Ltd
78EB46	HUAWEI TECHNOLOGIES CO.,LTD
C416C8	HUAWEI TECHNOLOGIES CO.,LTD
E4DCCC	HUAWEI TECHNOLOGIES CO.,LTD
3CA161	HUAWEI TECHNOLOGIES CO.,LTD
A083B4	HeNet B.V.
3C8B7F	Cisco Systems, Inc
6CE5C9	Apple, Inc.
74B7E6	Zegna-Daidong Limited
00A45F	Huawei Device Co., Ltd.
FCE26C	Apple, Inc.
4C7975	Apple, Inc.
1C7125	Apple, Inc.
34FE77	Apple, Inc.
C0F87F	Cisco Systems, Inc
5C8E8B	Shenzhen Linghai Electronics Co.,Ltd
587DB6	Northern Data AG
9075BC	Nokia Shanghai Bell Co., Ltd.
4C53FD	Amazon Technologies Inc.
9C0567	Honor Device Co., Ltd.
1466B7	Advanced Design Technology Pty Ltd
94944A	Particle Industries Inc.
2CA327	Oraimo Technology Limited
10AEA5	Duskrise inc.
B08B92	zte corporation
08C8C2	GN Audio A/S
185880	Arcadyan Corporation
B8F255	Universal Electronics, Inc.
047975	Honor Device Co., Ltd.
70FD88	Nanjing Jiahao Technology Co., Ltd.
98192C	Edgecore Networks Corporation
080004	CROMEMCO INCORPORATED
FC777B	Hitron Technologies. Inc
14172A	Fiberhome Telecommunication Technologies Co.,LTD
005FBF	Toshiba Corp.
D405DE	eero inc.
FC0FE7	Microchip Technology Inc.
C85CCC	Beijing Xiaomi Mobile Software Co., Ltd
789FAA	Huawei Device Co., Ltd.
E8A72F	Microsoft Corporation
000056	DR. B. STRUCK
782184	Espressif Inc.
3083D2	Motorola Mobility LLC, a Lenovo Company
AC50DE	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
00DDB6	New H3C Technologies Co., Ltd
E07E5F	Renesas Electronics (Penang) Sdn. Bhd.
38BEAB	AltoBeam (China) Inc.
AC8B6A	China Mobile IOT Company Limited
B89EA6	SPBEC-MINING CO.LTD
38384B	vivo Mobile Communication Co., Ltd.
4873CB	Tiinlab Corporation
341343	GE Lighting
0CDDEF	Nokia Corporation
5C9666	Sony Interactive Entertainment Inc.
88231F	Fibocom Wireless Inc.
A4DE26	Sumitomo Electric Industries, Ltd
307BC9	SHENZHEN BILIAN ELECTRONIC CO.，LTD
046865	Apple, Inc.
DC5392	Apple, Inc.
1CB3C9	Apple, Inc.
FCAA81	Apple, Inc.
301A30	Mako Networks Ltd
C48BA3	Cisco Meraki
BC6EE2	Intel Corporate
241281	China Mobile Group Device Co.,Ltd.
50C0F0	Artek Microelectronics Co.,Ltd.
B4AE2B	Microsoft
7C726E	Ericsson AB
609316	Apple, Inc.
646D2F	Apple, Inc.
C0F9D2	arkona technologies GmbH
140A29	Tiinlab Corporation
F4700C	IEEE Registration Authority
D4EEDE	Sichuan Tianyi Comheart Telecom Co.,LTD
C08B05	HUAWEI TECHNOLOGIES CO.,LTD
24CE33	Amazon Technologies Inc.
549F06	Nokia Shanghai Bell Co., Ltd.
68A878	GeoWAN Pty Ltd
409B21	Nokia
94B34F	Ruckus Wireless
38A91C	New H3C Technologies Co., Ltd
B01C0C	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
68403C	Fiberhome Telecommunication Technologies Co.,LTD
903E7F	Fiberhome Telecommunication Technologies Co.,LTD
14C0A1	UCloud Technology Co., Ltd.
C03653	eero inc.
940230	Logitech
E09D13	Samsung Electronics Co.,Ltd
DC0E96	Palo Alto Networks
30C6F7	Espressif Inc.
4C445B	Intel Corporate
C8CA79	Ciena Corporation
68E478	Qingdao Haier Technology Co.,Ltd
080205	HUAWEI TECHNOLOGIES CO.,LTD
042084	zte corporation
B45F84	zte corporation
00DF1D	Cisco Systems, Inc
A00F37	Cisco Systems, Inc
787264	IEEE Registration Authority
1097BD	Espressif Inc.
387A0E	Intel Corporate
9460D5	Aruba, a Hewlett Packard Enterprise Company
9CC2C4	Inspur Electronic Information Industry Co.,Ltd.
AC80D6	Hexatronic AB
DCE55B	Google, Inc.
4CB9EA	iRobot Corporation
9035EA	Silicon Laboratories
FCA84A	Sentinum GmbH
78670E	Wistron Neweb Corporation
304F00	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
643216	Weidu Technology (Beijing) Co., Ltd.
1C5EE6	SHENZHEN TWOWING TECHNOLOGIES CO.,LTD.
346F24	AzureWave Technology Inc.
DC9166	Huawei Device Co., Ltd.
701135	Livesecu co., Ltd
C06B55	Motorola Mobility LLC, a Lenovo Company
DC84E9	Shenzhen Qihoo Intelligent Technology Co.,Ltd
B894E7	Xiaomi Communications Co Ltd
34B98D	Xiaomi Communications Co Ltd
D81F12	Tuya Smart Inc.
204B22	Sunnovo International Limited
C81CFE	Zebra Technologies Inc.
B06A41	Google, Inc.
1CED6F	AVM Audiovisuelles Marketing und Computersysteme GmbH
3484E4	Texas Instruments
AC4D16	Texas Instruments
B010A0	Texas Instruments
F0704F	Samsung Electronics Co.,Ltd
AC6C90	Samsung Electronics Co.,Ltd
90B622	Samsung Electronics Co.,Ltd
0C02BD	Samsung Electronics Co.,Ltd
2CD1DA	Keysight Technologies, Inc.
C4FCEF	SambaNova Systems, Inc.
6C3C7C	CANON INC.
C4D7FD	Bouffalo Lab (Nanjing) Co., Ltd.
A41A3A	TP-LINK TECHNOLOGIES CO.,LTD.
B4AC8C	Bern University of Applied Sciences
BCCE25	Nintendo Co.,Ltd
A09F7A	D-Link Middle East FZCO
B42046	eero inc.
E86E44	zte corporation
00E7E3	zte corporation
9C54C2	New H3C Technologies Co., Ltd
78E9CF	TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
507B9D	LCFC(HeFei) Electronics Technology co., ltd
28D244	LCFC(HeFei) Electronics Technology co., ltd
000D67	Ericsson
24D7EB	Espressif Inc.
FC1D2A	vivo Mobile Communication Co., Ltd.
9009D0	Synology Incorporated
A0D05B	Samsung Electronics Co.,Ltd
04D442	GUANGDONG GENIUS TECHNOLOGY CO., LTD.
546F71	uAvionix Corporation
54EF33	SHENZHEN BILIAN ELECTRONIC CO.，LTD
1C05B7	Chongqing Trantor Technology Co., Ltd.
645A36	Apple, Inc.
6C71D2	HUAWEI TECHNOLOGIES CO.,LTD
F800A1	HUAWEI TECHNOLOGIES CO.,LTD
D876AE	HUAWEI TECHNOLOGIES CO.,LTD
0C8408	HUAWEI TECHNOLOGIES CO.,LTD
4448B9	MitraStar Technology Corp.
141973	Beijing Yunyi Times Technology Co.,Ltd
2032C6	Apple, Inc.
5C5230	Apple, Inc.
5C75C6	China Mobile Group Device Co.,Ltd.
80D2E5	Nintendo Co.,Ltd
7066E1	dnt Innovation GmbH
F8CE72	Wistron Corporation
CC9DA2	Eltex Enterprise Ltd.
B437D8	D-Link (Shanghai) Limited Corp.
000A02	ANNSO CO., LTD.
000FE5	MERCURY SECURITY CORPORATION
74765B	Quectel Wireless Solutions Co.,Ltd.
9CD57D	Cisco Systems, Inc
58BF25	Espressif Inc.
941F3A	Ambiq
DCBB96	Full Solution Telecom
605375	HUAWEI TECHNOLOGIES CO.,LTD
78DD33	HUAWEI TECHNOLOGIES CO.,LTD
A031DB	HUAWEI TECHNOLOGIES CO.,LTD
A0445C	HUAWEI TECHNOLOGIES CO.,LTD
646D4E	HUAWEI TECHNOLOGIES CO.,LTD
085C1B	HUAWEI TECHNOLOGIES CO.,LTD
509A88	HUAWEI TECHNOLOGIES CO.,LTD
B83BCC	Xiaomi Communications Co Ltd
D09CAE	vivo Mobile Communication Co., Ltd.
88D199	Vencer Co., Ltd.
204181	ESYSE GmbH Embedded Systems Engineering
D48660	Arcadyan Corporation
CCE236	Hangzhou Yaguan Technology Co. LTD
506F0C	Sagemcom Broadband SAS
08E7E5	Huawei Device Co., Ltd.
487397	New H3C Technologies Co., Ltd
40406C	Icomera
303FBB	Hewlett Packard Enterprise
701F0B	WILOGY SRL
A01842	Comtrend Corporation
48188D	WEIFANG GOERTEK ELECTRONICS CO.,LTD
80FBF1	Freescale Semiconductor (China) Ltd.
38D57A	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
745D43	BSH Hausgeraete GmbH
7C87CE	Espressif Inc.
8C8172	Sichuan Tianyi Comheart Telecom Co.,LTD
1C93C4	Amazon Technologies Inc.
AC49DB	Apple, Inc.
44F09E	Apple, Inc.
08FF44	Apple, Inc.
1856C3	Apple, Inc.
6881E0	HUAWEI TECHNOLOGIES CO.,LTD
4CD629	HUAWEI TECHNOLOGIES CO.,LTD
F0C478	HUAWEI TECHNOLOGIES CO.,LTD
D86D17	HUAWEI TECHNOLOGIES CO.,LTD
7C1AC0	HUAWEI TECHNOLOGIES CO.,LTD
44E517	Intel Corporate
000BA5	Quasar Cipta Mandiri, PT
70CD0D	Intel Corporate
5C0CE6	Nintendo Co.,Ltd
547787	Earda Technologies co Ltd
B88D12	Apple, Inc.
002704	Accelerated Concepts, Inc
D0C24E	Samsung Electronics Co.,Ltd
345B98	EM Microelectronic
080037	FUJIFILM Business Innovation Corp.
888E7F	ATOP CORPORATION
043926	China Dragon Technology Limited
D04DC6	Aruba, a Hewlett Packard Enterprise Company
003059	Kontron Europe GmbH
489EBD	HP Inc.
00269C	ITUS JAPAN CO. LTD
BCA37F	Rail-Mil Sp. z o.o. Sp. K.
5009E5	Drimsys,Inc
D8A011	WiZ
28FA19	Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
28DFEB	Intel Corporate
88FCA6	devolo AG
B8D56B	Mirka Ltd.
CCB5D1	Beijing Xiaomi Mobile Software Co., Ltd
78D6DC	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
0C4314	Silicon Laboratories
F4C02F	BlueBite
98F083	HUAWEI TECHNOLOGIES CO.,LTD
8C64A2	OnePlus Technology (Shenzhen) Co., Ltd
D05475	SAVI Controls
508A06	Tuya Smart Inc.
D40868	Beijing Lanxum Computer Technology CO.,LTD.
203CC0	Beijing Tosee Technology Co., Ltd.
7886B6	Shenzhen YOUHUA Technology Co., Ltd
C48025	Huawei Device Co., Ltd.
B8145C	Huawei Device Co., Ltd.
C89D18	Huawei Device Co., Ltd.
DC0398	LG Innotek
A47806	Cisco Systems, Inc
28FBAE	HUAWEI TECHNOLOGIES CO.,LTD
88A0BE	HUAWEI TECHNOLOGIES CO.,LTD
949010	HUAWEI TECHNOLOGIES CO.,LTD
9CDC71	Hewlett Packard Enterprise
E8DA00	Kivo Technology, Inc.
086AC5	Intel Corporate
8C367A	Palo Alto Networks
6CFE54	Intel Corporate
30A612	ShenZhen Hugsun Technology Co.,Ltd.
187532	Sichuan Tianyi Comheart Telecom Co.,LTD
9C9C40	Sichuan Tianyi Comheart Telecom Co.,LTD
4C3B6C	GARO AB
68DDD9	HMD Global Oy
3C195E	Samsung Electronics Co.,Ltd
5CC8E3	Shintec Hozumi co.ltd.
D44165	Sichuan Tianyi Comheart Telecom Co.,LTD
7CCC1F	Sichuan Tianyi Comheart Telecom Co.,LTD
FC372B	Sichuan Tianyi Comheart Telecom Co.,LTD
248BE0	Sichuan Tianyi Comheart Telecom Co.,LTD
5C4A1F	Sichuan Tianyi Comheart Telecom Co.,LTD
54E061	Sichuan Tianyi Comheart Telecom Co.,LTD
6C9466	Intel Corporate
EC8AC4	Amazon Technologies Inc.
78B84B	Sichuan Tianyi Comheart Telecom Co.,LTD
1CFF59	Sichuan Tianyi Comheart Telecom Co.,LTD
C01B23	Sichuan Tianyi Comheart Telecom Co.,LTD
10381F	Sichuan AI-Link Technology Co., Ltd.
5414F3	Intel Corporate
ECB4E8	Wistron Mexico SA de CV
001FC8	Up-Today Industrial Co., Ltd.
18BB41	Huawei Device Co., Ltd.
7818A8	Huawei Device Co., Ltd.
807264	Huawei Device Co., Ltd.
E8F654	HUAWEI TECHNOLOGIES CO.,LTD
2087EC	HUAWEI TECHNOLOGIES CO.,LTD
54F6E2	HUAWEI TECHNOLOGIES CO.,LTD
A85081	HUAWEI TECHNOLOGIES CO.,LTD
38F3FB	Asperiq
38AFD0	Nevro
3C7AC4	Chemtronics
A45802	SHIN-IL TECH
FC97A8	Cricut Inc.
00A00E	NETSCOUT SYSTEMS INC
60A4B7	TP-Link Corporation Limited
50AE86	Linkintec Co., Ltd
601592	IEEE Registration Authority
143B42	Realfit(Shenzhen) Intelligent Technology Co., Ltd
8CD9D6	Xiaomi Communications Co Ltd
60C5E6	Skullcandy
109497	Logitech Hong Kong
D47798	Cisco Systems, Inc
10C9CA	Ace Technology Corp.
BCFAB8	Guangzhou Shiyuan Electronic Technology Company Limited
EC0273	Aruba, a Hewlett Packard Enterprise Company
A04A5E	Microsoft Corporation
EC2E98	AzureWave Technology Inc.
38F3AB	LCFC(HeFei) Electronics Technology co., ltd
0015E5	Cheertek Inc.
8C83FC	Axioma Metering UAB
A0D7A0	Huawei Device Co., Ltd.
A4DAD4	Yamato Denki Co.,Ltd.
F4B1C2	Zhejiang Dahua Technology Co., Ltd.
943CC6	Espressif Inc.
E0DA90	HUAWEI TECHNOLOGIES CO.,LTD
A4A46B	HUAWEI TECHNOLOGIES CO.,LTD
C04754	vivo Mobile Communication Co., Ltd.
F02F4B	Apple, Inc.
40E64B	Apple, Inc.
B4FA48	Apple, Inc.
1409B4	zte corporation
101081	zte corporation
8044FD	China Mobile (Hangzhou) Information Technology Co., Ltd.
F46AD7	Microsoft Corporation
481F2D	Shenzhen Jie Shi Lian Industrial Co.,LTD
F81A2B	Google, Inc.
CC88C7	Aruba, a Hewlett Packard Enterprise Company
F4A80D	Wistron InfoComm(Kunshan)Co.,Ltd.
3CA8ED	smart light technology
F885F9	Calix Inc.
78CFF9	Huawei Device Co., Ltd.
38B3F7	Huawei Device Co., Ltd.
84E986	Huawei Device Co., Ltd.
AC1F0F	Texas Instruments
74D285	Texas Instruments
04C29B	Aura Home, Inc.
A8E81E	ATW TECHNOLOGY, INC.
1C87E3	TECNO MOBILE LIMITED
20B730	TeconGroup, Inc
E84D74	HUAWEI TECHNOLOGIES CO.,LTD
CC895E	HUAWEI TECHNOLOGIES CO.,LTD
488899	Shenzhen SuperElectron Technology Co.,Ltd.
DCB131	SHENZHEN HUARUIAN TECHNOLOGY CO.,LTD
8C73A0	Fiberhome Telecommunication Technologies Co.,LTD
EC63D7	Intel Corporate
7C9F07	CIG SHANGHAI CO LTD
203B69	vivo Mobile Communication Co., Ltd.
5C1720	Huawei Device Co., Ltd.
14857F	Intel Corporate
94E23C	Intel Corporate
983F66	Wuhan Funshion Online Technologies Co.,Ltd
843B10	LVSWITCHES INC.
94A4F9	HUAWEI TECHNOLOGIES CO.,LTD
6C3491	HUAWEI TECHNOLOGIES CO.,LTD
3CE36B	Zhejiang Dahua Technology Co., Ltd.
285B0C	Sichuan Jiuzhou Electronic Technology Co., Ltd.
1489CB	HUAWEI TECHNOLOGIES CO.,LTD
6C2636	HUAWEI TECHNOLOGIES CO.,LTD
5856C2	HUAWEI TECHNOLOGIES CO.,LTD
A03679	HUAWEI TECHNOLOGIES CO.,LTD
B8D6F6	HUAWEI TECHNOLOGIES CO.,LTD
2C52AF	HUAWEI TECHNOLOGIES CO.,LTD
002470	AUROTECH ultrasound AS.
58FB96	Ruckus Wireless
605E4F	Huawei Device Co., Ltd.
1CE6AD	Huawei Device Co., Ltd.
509707	Xiamen Paperang Technology Co.,Ltd.
AC2316	Mist Systems, Inc.
2C00AB	ARRIS Group, Inc.
48684A	Intel Corporate
BCF171	Intel Corporate
F0625A	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
149877	Apple, Inc.
88665A	Apple, Inc.
B0E5F9	Apple, Inc.
14EB08	HUAWEI TECHNOLOGIES CO.,LTD
B01656	HUAWEI TECHNOLOGIES CO.,LTD
A842A7	Jiangsu Huitong Group Co.,Ltd.
2CD26B	FN-LINK TECHNOLOGY LIMITED
DC9020	RURU TEK PRIVATE LIMITED
F01628	Technicolor (China) Technology Co., Ltd.
B88DF1	Nanjing BigFish Semiconductor Co., Ltd.
6C4A74	AERODISK LLC
3810F0	Aruba, a Hewlett Packard Enterprise Company
F88F07	Samsung Electronics Co.,Ltd
40DE17	Shenzhen Lanfeng Times Industrial Co.,Ltd.
54A6DB	Huawei Device Co., Ltd.
84716A	Huawei Device Co., Ltd.
488C63	Huawei Device Co., Ltd.
70DDEF	Huawei Device Co., Ltd.
8CEA48	Samsung Electronics Co.,Ltd
005F67	TP-Link Corporation Limited
BCF45F	zte corporation
78D4F1	IEEE Registration Authority
A062FB	HISENSE VISUAL TECHNOLOGY CO.,LTD
9C6865	Fiberhome Telecommunication Technologies Co.,LTD
383D5B	Fiberhome Telecommunication Technologies Co.,LTD
24EDFD	Siemens Canada Limited
6CCDD6	NETGEAR
540764	Huawei Device Co., Ltd.
DCD7A0	Huawei Device Co., Ltd.
1418C3	Intel Corporate
D4ECAB	vivo Mobile Communication Co., Ltd.
BC3ECB	vivo Mobile Communication Co., Ltd.
08798C	HUAWEI TECHNOLOGIES CO.,LTD
B0BD1B	Dongguan Liesheng Electronic Co., Ltd.
54DBA2	Fibrain
6055F9	Espressif Inc.
503DC6	Xiaomi Communications Co Ltd
548ABA	Cisco Systems, Inc
001D1E	KYUSHU TEN CO.,LTD
50C3A2	nFore Technology Co.,Ltd.
44AE25	Cisco Systems, Inc
BCE712	Cisco Systems, Inc
CCCC81	HUAWEI TECHNOLOGIES CO.,LTD
4089A8	WiredIQ, LLC
3C2093	GD Midea Air-Conditioning Equipment Co.,Ltd.
34AFB3	Amazon Technologies Inc.
E02967	HMD Global Oy
988B69	Shenzhen hylitech Co.,LTD
18146C	Zhejiang Tmall Technology Co., Ltd.
688975	nuoxc
1CD1BA	Fiberhome Telecommunication Technologies Co.,LTD
A899DC	i-TOP DESING TECHNOLOGY CO.,LTD
64A198	Huawei Device Co., Ltd.
5C9AA1	Huawei Device Co., Ltd.
C0E3FB	HUAWEI TECHNOLOGIES CO.,LTD
683F7D	INGRAM MICRO SERVICES
804B50	Silicon Laboratories
2C0786	Huawei Device Co., Ltd.
A86E4E	Huawei Device Co., Ltd.
945F34	Renesas Electronics (Penang) Sdn. Bhd.
603CEE	LG Electronics (Mobile Communications)
2C4A11	Ciena Corporation
102D31	Shenzhen Americas Trading Company LLC
30E283	Texas Instruments
F8A73A	Cisco Systems, Inc
B8114B	Cisco Systems, Inc
9409D3	shenzhen maxtopic technology co.,ltd
C40B31	Apple, Inc.
782E56	China Mobile Group Device Co.,Ltd.
3024A9	HP Inc.
C4CB54	Fibocom Auto Inc.
0C354F	Nokia
1C4C48	ITEL MOBILE LIMITED
109693	Amazon Technologies Inc.
20AC9C	China Telecom Corporation Limited
28AD18	Hui Zhou Gaoshengda Technology Co.,LTD
24A487	Huawei Device Co., Ltd.
C45A86	Huawei Device Co., Ltd.
6420E0	T3 Technology Co., Ltd.
8411C2	IEEE Registration Authority
E4F1D4	vivo Mobile Communication Co., Ltd.
5CC0A0	HUAWEI TECHNOLOGIES CO.,LTD
04F352	HUAWEI TECHNOLOGIES CO.,LTD
ECA1D1	HUAWEI TECHNOLOGIES CO.,LTD
A46DA4	HUAWEI TECHNOLOGIES CO.,LTD
8C7A15	Ruckus Wireless
786A1F	ARRIS Group, Inc.
2494CB	ARRIS Group, Inc.
90DE80	Shenzhen Century Xinyang Technology Co., Ltd
FCB69D	Zhejiang Dahua Technology Co., Ltd.
94F2BB	Valeo Vision Systems
E0E1A9	Shenzhen Four Seas Global Link Network Technology Co., Ltd.
AC6784	Google, Inc.
A8B088	eero inc.
185BB3	Samsung Electronics Co.,Ltd
9C5FB0	Samsung Electronics Co.,Ltd
E87F6B	Samsung Electronics Co.,Ltd
2430F8	Huawei Device Co., Ltd.
C43CEA	BUFFALO.INC
6C1414	BUJEON ELECTRONICS Co,.Ltd
1CEC72	Allradio Co., Ltd
B0ECDD	HUAWEI TECHNOLOGIES CO.,LTD
E4DC43	Huawei Device Co., Ltd.
280FC5	Beijing Leadsec Technology Co., Ltd.
488B0A	Cisco Systems, Inc
0017C9	Samsung Electronics Co.,Ltd
64A200	Xiaomi Communications Co Ltd
703A2D	Shenzhen V-Link Technology CO., LTD.
B4BA12	China Mobile (Hangzhou) Information Technology Co.,Ltd.
5CF9FD	Taicang T&W Electronics
80F5B5	Texas Instruments
1C3008	Hui Zhou Gaoshengda Technology Co.,LTD
98063A	Home Control Singapore Pte Ltd
E0E0C2	China Mobile Group Device Co.,Ltd.
D4910F	Amazon Technologies Inc.
1C45C2	Huizhou City Sunsin lntelligent Technology Co.,Ltd
84CC63	Huawei Device Co., Ltd.
C07831	Huawei Device Co., Ltd.
EC7E91	ITEL MOBILE LIMITED
C4FBAA	HUAWEI TECHNOLOGIES CO.,LTD
ACDCCA	HUAWEI TECHNOLOGIES CO.,LTD
B85FB0	HUAWEI TECHNOLOGIES CO.,LTD
7C4E09	Shenzhen Skyworth Wireless Technology Co.,Ltd
6C1ED7	vivo Mobile Communication Co., Ltd.
F0AA0B	Arra Networks/ Spectramesh
945641	Palo Alto Networks
3898E9	Huawei Device Co., Ltd.
48A516	Huawei Device Co., Ltd.
28DE65	Aruba, a Hewlett Packard Enterprise Company
B0A651	Cisco Systems, Inc
183672	Shaoxing ShunChuang Technology CO.,LTD
ECC302	HUMAX Co., Ltd.
98C97C	Shenzhen iComm Semiconductor CO.,LTD
00C343	E-T-A Circuit Breakers Ltd
A0D0DC	Amazon Technologies Inc.
143FC3	SnapAV
209A7D	Sagemcom Broadband SAS
50C68E	Biwin Semiconductor (HK) Company Limted
E475DC	Arcadyan Corporation
58208A	IEEE Registration Authority
C4DD57	Espressif Inc.
64F54E	EM Microelectronic
102779	Sadel S.p.A.
80CA4B	SHENZHEN GONGJIN ELECTRONICS CO.,LTD
C41688	Huawei Device Co., Ltd.
64B0E8	Huawei Device Co., Ltd.
30A998	Huawei Device Co., Ltd.
BCA5A9	Apple, Inc.
20E2A8	Apple, Inc.
A0FBC5	Apple, Inc.
007D60	Apple, Inc.
74427F	AVM Audiovisuelles Marketing und Computersysteme GmbH
001C45	Chenbro Micom Co., Ltd.
C0619A	IEEE Registration Authority
400634	Huawei Device Co., Ltd.
C42B44	Huawei Device Co., Ltd.
F8A26D	CANON INC.
689E0B	Cisco Systems, Inc
004238	Intel Corporate
74F9CA	Nintendo Co.,Ltd
7061EE	Sunwoda Electronic Co.,Ltd
04E795	HUAWEI TECHNOLOGIES CO.,LTD
0019DC	ENENSYS Technologies
B07D64	Intel Corporate
48902F	LG Electronics (Mobile Communications)
4C2219	YUANFUDAO HK LIMTED
28C21F	SAMSUNG ELECTRO-MECHANICS(THAILAND)
8C7086	Gesellschaft für Sonder-EDV-Anlagen mbH
1C28AF	Aruba, a Hewlett Packard Enterprise Company
E4246C	Zhejiang Dahua Technology Co., Ltd.
E8EB1B	Microchip Technology Inc.
38BAB0	Broadcom
B0A460	Intel Corporate
000083	TADPOLE TECHNOLOGY PLC
28B77C	IEEE Registration Authority
D8EF42	Huawei Device Co., Ltd.
80CC12	Huawei Device Co., Ltd.
18AA0F	Huawei Device Co., Ltd.
54D9C6	Huawei Device Co., Ltd.
308AF7	Huawei Device Co., Ltd.
00146A	Cisco Systems, Inc
68D6ED	GooWi Wireless Technology Co., Limited
840283	HUMAX Co., Ltd.
941700	Xiaomi Communications Co Ltd
00E406	HUAWEI TECHNOLOGIES CO.,LTD
44227C	HUAWEI TECHNOLOGIES CO.,LTD
CCB182	HUAWEI TECHNOLOGIES CO.,LTD
AC9572	Jovision Technology Co., Ltd.
001753	nFore Technology Inc.
089BB9	Nokia Solutions and Networks GmbH & Co. KG
D89ED4	Fiberhome Telecommunication Technologies Co.,LTD
AC9A96	Maxlinear, Inc
40D25F	ITEL MOBILE LIMITED
54F15F	Sichuan AI-Link Technology Co., Ltd.
E079C4	iRay Technology Company Limited
001636	Quanta Computer Inc.
884067	infomark
A8032A	Espressif Inc.
001A57	Matrix Design Group, LLC
001CFC	Sumitomo Electric Industries, Ltd
4843DD	Amazon Technologies Inc.
5894A2	KETEK GmbH
64E7D8	Samsung Electronics Co.,Ltd
083869	Hong Kong AMobile Intelligent Corp. Limited Taiwan Branch
2481C7	Huawei Device Co., Ltd.
FC862A	Huawei Device Co., Ltd.
882949	Renesas Electronics (Penang) Sdn. Bhd.
3C846A	TP-LINK TECHNOLOGIES CO.,LTD.
24A160	Espressif Inc.
DCAEEB	Ruckus Wireless
